src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,duration,packet_count,byte_count,label
10.0.0.2,192.168.1.100,37143,3389,ICMP,995,SYN,3.6639830043040966,8,118,0
192.168.1.2,192.168.1.200,62821,80,UDP,1112,ACK,1.2369659667875996,4,348,0
10.0.0.2,192.168.1.200,44961,22,TCP,1303,PSH,0.3640483516542876,8,6935,0
192.168.1.2,8.8.8.8,53106,25,TCP,2009,FIN,1.1049463650639073,11,6093,0
10.0.0.1,192.168.1.200,60667,21,UDP,498,ACK,0.040725866958054836,9,6853,0
10.0.0.1,1.1.1.1,17542,25,UDP,1226,FIN,0.6360480519471359,13,1835,0
10.0.0.2,10.0.0.100,29514,8080,TCP,1317,SYN,0.2708324066269225,8,471,0
172.16.0.1,192.168.1.100,22026,53,ICMP,357,PSH,0.050449599411146503,7,6264,0
10.0.0.2,1.1.1.1,42787,443,ICMP,3446,SYN,0.28756258719867533,10,12785,0
192.168.1.2,1.1.1.1,61075,443,ICMP,2004,FIN,1.2817917661507645,11,3009,0
10.0.0.2,1.1.1.1,3390,80,UDP,342,RST,0.8011529301367336,12,7226,0
192.168.1.1,1.1.1.1,13391,53,TCP,1124,RST,0.023713862467218856,12,6511,0
192.168.1.2,192.168.1.100,12478,25,UDP,1265,PSH,0.5271883546574239,13,9610,0
192.168.1.2,8.8.8.8,10692,22,TCP,564,ACK,1.395016708569106,8,143,0
172.16.0.1,192.168.1.200,4439,21,ICMP,1993,SYN,3.092346561731841,6,15539,0
10.0.0.1,1.1.1.1,32797,23,ICMP,74,RST,0.03690319606820575,108,10025,1
192.168.1.2,192.168.1.200,60829,25,ICMP,1073,RST,0.0015209072232362402,7,10456,0
10.0.0.1,192.168.1.200,62310,53,TCP,249,ACK,0.24679863601344917,8,28069,0
10.0.0.2,1.1.1.1,11256,8080,ICMP,523,SYN,0.2328617254732093,9,5100,0
192.168.1.1,8.8.8.8,30063,23,TCP,741,FIN,0.03552802718013905,98,426,1
172.16.0.1,192.168.1.200,51182,23,UDP,744,RST,0.2986814725851154,89,8652,1
10.0.0.1,10.0.0.100,58084,25,ICMP,963,PSH,0.16613612352357174,15,724,0
192.168.1.2,192.168.1.200,26592,8080,UDP,89,PSH,2.4731207057589386,8,6695,0
10.0.0.1,1.1.1.1,38483,22,UDP,196,FIN,0.00167891573580314,100,2758,1
192.168.1.2,192.168.1.100,8693,25,TCP,640,ACK,0.543576006097709,8,33,0
10.0.0.1,192.168.1.200,25237,25,UDP,1334,ACK,0.8770543368106432,7,2861,0
192.168.1.2,8.8.8.8,19304,21,TCP,1360,RST,0.7804538854071499,12,7964,0
10.0.0.2,10.0.0.100,20473,22,TCP,674,RST,0.8728243704010809,8,457,0
192.168.1.2,10.0.0.100,36540,3389,UDP,124,RST,1.9669364364901991,12,11,0
192.168.1.2,192.168.1.100,63508,53,TCP,346,FIN,0.223293111811165,11,3014,0
192.168.1.1,192.168.1.100,24100,21,TCP,293,FIN,1.1511083123895016,9,7,0
192.168.1.2,192.168.1.200,64757,80,TCP,1518,RST,0.11320542905735133,4,13646,0
192.168.1.1,1.1.1.1,64794,80,UDP,198,ACK,0.6146391418068113,9,8710,0
172.16.0.1,8.8.8.8,3685,23,TCP,95,SYN,0.08133177497260625,119,4972,1
192.168.1.1,10.0.0.100,53154,80,ICMP,1110,RST,0.012580464382233763,7,87,0
10.0.0.2,192.168.1.100,24357,8080,UDP,3346,ACK,0.11436343616529165,12,4217,0
192.168.1.1,8.8.8.8,23783,3389,UDP,7182,ACK,0.09570370359190417,11,5559,0
172.16.0.1,1.1.1.1,56635,23,TCP,378,PSH,0.08664440027846392,111,4426,1
10.0.0.2,10.0.0.100,48965,22,UDP,1266,SYN,0.9728847790889197,15,14677,0
10.0.0.1,10.0.0.100,60191,443,ICMP,1372,RST,5.512756527632224,9,8899,0
10.0.0.1,1.1.1.1,45391,25,UDP,1423,SYN,0.29313542879560595,12,2271,0
192.168.1.1,10.0.0.100,39899,25,UDP,1984,RST,0.14613567272357103,8,5933,0
192.168.1.1,1.1.1.1,64463,21,UDP,3032,SYN,0.5357377847842033,6,3091,0
172.16.0.1,10.0.0.100,13722,23,TCP,38,SYN,0.10553132915045174,108,13179,1
172.16.0.1,192.168.1.200,31988,8080,ICMP,538,ACK,0.024850781261765813,11,4813,0
192.168.1.2,1.1.1.1,62850,8080,ICMP,617,SYN,0.8300191386386185,4,4362,0
172.16.0.1,8.8.8.8,32432,21,ICMP,1078,SYN,2.116707476696978,18,3472,0
192.168.1.2,192.168.1.200,60116,25,UDP,1493,RST,1.9722035464592522,12,2371,0
10.0.0.2,8.8.8.8,23909,23,ICMP,185,ACK,0.025383581418410003,85,801,1
192.168.1.1,10.0.0.100,14333,3389,TCP,609,SYN,0.15955499136163198,9,1600,0
10.0.0.2,8.8.8.8,36453,53,UDP,451,ACK,0.6755449982688411,10,2021,0
172.16.0.1,192.168.1.200,16157,22,TCP,4095,ACK,0.4584174413163616,12,836,0
10.0.0.2,1.1.1.1,56341,3389,UDP,311,FIN,0.06426322163821266,106,8375,1
10.0.0.2,192.168.1.100,9234,53,TCP,251,RST,0.6830800252674893,12,11,0
10.0.0.2,8.8.8.8,37150,21,UDP,1256,FIN,0.020323305086400442,8,12371,0
172.16.0.1,192.168.1.100,34067,53,TCP,198,ACK,0.3348633811147828,11,686,0
10.0.0.2,8.8.8.8,5102,21,ICMP,509,SYN,2.3176162031618297,7,261,0
192.168.1.2,8.8.8.8,54930,25,UDP,345,RST,0.7164338770060947,11,26682,0
172.16.0.1,1.1.1.1,12161,443,UDP,184,PSH,1.599233909318654,13,42488,0
10.0.0.2,10.0.0.100,63015,8080,TCP,866,RST,0.5146597969509175,9,1064,0
172.16.0.1,192.168.1.200,30374,3389,TCP,467,FIN,1.129990416724554,8,718,0
10.0.0.1,192.168.1.200,5722,3389,TCP,620,RST,0.18512935565880337,9,1101,0
192.168.1.2,192.168.1.200,34156,8080,UDP,217,SYN,1.333828170286775,5,3580,0
10.0.0.2,10.0.0.100,11189,22,TCP,1460,RST,1.5444981268926823,10,1937,0
10.0.0.1,192.168.1.100,1818,3389,ICMP,377,PSH,0.09446482224727203,17,2050,0
10.0.0.1,192.168.1.200,14670,53,TCP,419,FIN,0.2024966029266525,10,8292,0
172.16.0.1,192.168.1.100,24203,3389,TCP,290,FIN,0.6215510112954671,6,11045,0
10.0.0.1,10.0.0.100,6894,53,TCP,569,ACK,1.0145562996594861,13,17504,0
192.168.1.2,10.0.0.100,34381,23,ICMP,0,FIN,0.05318829850642892,109,3615,1
192.168.1.2,1.1.1.1,54470,3389,TCP,754,PSH,1.1032318843152953,9,1412,0
192.168.1.1,192.168.1.200,31760,22,TCP,113,PSH,0.05248345121395445,90,4047,1
192.168.1.2,1.1.1.1,38105,22,UDP,60,FIN,0.040650938591587894,93,10241,1
10.0.0.1,192.168.1.200,59108,8080,UDP,940,RST,0.8553261425623154,6,156,0
192.168.1.2,10.0.0.100,17235,23,TCP,320,PSH,0.2870417620456334,113,12109,1
172.16.0.1,10.0.0.100,22153,3389,UDP,514,FIN,0.10536344964843927,109,1284,1
192.168.1.1,8.8.8.8,60562,80,TCP,93,FIN,0.6902793808212002,6,1858,0
10.0.0.1,8.8.8.8,8401,80,TCP,1239,RST,1.3688201604291736,13,2263,0
192.168.1.1,10.0.0.100,9885,21,ICMP,494,FIN,1.6550887346210816,14,12253,0
10.0.0.1,10.0.0.100,18845,80,TCP,1818,SYN,1.3054287013848112,8,967,0
172.16.0.1,192.168.1.100,13976,8080,UDP,2856,ACK,0.666315828967035,4,1261,0
192.168.1.1,192.168.1.100,10071,25,UDP,539,PSH,0.33028001504421167,11,6567,0
10.0.0.2,1.1.1.1,27977,443,UDP,617,RST,0.5882758729795989,13,13642,0
10.0.0.1,8.8.8.8,63358,443,UDP,891,RST,0.009338365213298401,10,553,0
10.0.0.2,8.8.8.8,37825,22,TCP,38,ACK,0.14274177617292194,99,3693,1
192.168.1.1,10.0.0.100,19301,23,ICMP,39,SYN,0.03882338624347074,109,12293,1
10.0.0.2,10.0.0.100,24927,22,ICMP,653,ACK,7.822008104592672e-05,88,10861,1
10.0.0.2,1.1.1.1,59554,443,TCP,182,FIN,0.9834369713616838,6,14826,0
192.168.1.1,8.8.8.8,19250,53,UDP,1438,RST,0.013438566749353162,13,11619,0
172.16.0.1,192.168.1.100,23652,80,ICMP,247,FIN,0.8522726585548793,14,1889,0
10.0.0.2,192.168.1.200,17734,53,ICMP,154,RST,1.0171615837288777,8,1166,0
10.0.0.2,1.1.1.1,64838,25,TCP,827,RST,1.5524670800161526,5,11587,0
172.16.0.1,192.168.1.200,28826,53,UDP,1113,FIN,0.07045522015868105,11,6223,0
10.0.0.2,192.168.1.100,64521,25,ICMP,842,ACK,0.0029359691390380455,8,2378,0
10.0.0.2,192.168.1.100,19808,21,TCP,1068,PSH,1.4561071140314548,9,6240,0
10.0.0.2,192.168.1.200,58282,21,ICMP,122,PSH,0.34256619802227734,9,1835,0
192.168.1.2,1.1.1.1,5302,3389,ICMP,143,ACK,0.30415278604028656,109,4353,1
172.16.0.1,192.168.1.200,54726,53,UDP,441,SYN,0.20452863166748103,15,1328,0
10.0.0.2,1.1.1.1,64133,22,UDP,20,ACK,0.20902308844456807,111,4124,1
172.16.0.1,1.1.1.1,29701,23,ICMP,15,ACK,0.061224635270368526,104,12830,1
10.0.0.1,10.0.0.100,8524,8080,UDP,354,ACK,0.5153192858329462,18,7379,0
10.0.0.1,8.8.8.8,5039,80,ICMP,2844,PSH,2.137616523551549,8,5336,0
10.0.0.2,8.8.8.8,22860,22,ICMP,4104,RST,0.9373803334131494,6,1411,0
172.16.0.1,192.168.1.100,54482,22,ICMP,666,SYN,0.0487148051176268,88,327,1
172.16.0.1,10.0.0.100,42034,80,TCP,79,SYN,0.2561450733159173,12,6199,0
172.16.0.1,8.8.8.8,59836,25,UDP,824,SYN,2.5607202774245246,10,4291,0
192.168.1.2,1.1.1.1,8850,25,UDP,511,FIN,0.9767905936473522,7,1195,0
10.0.0.1,1.1.1.1,10225,8080,ICMP,1642,ACK,0.11192141829807778,8,13648,0
172.16.0.1,192.168.1.200,30072,80,UDP,56,RST,0.015674452739466906,12,4015,0
172.16.0.1,192.168.1.200,56959,25,ICMP,219,RST,0.01605064164976044,12,4241,0
192.168.1.2,1.1.1.1,20965,23,UDP,113,FIN,0.05882151875745204,96,1774,1
192.168.1.2,1.1.1.1,16129,25,UDP,171,PSH,2.426062762901063,10,10575,0
172.16.0.1,192.168.1.200,59442,25,ICMP,1179,FIN,0.4437570709684318,9,11100,0
192.168.1.1,8.8.8.8,1177,3389,UDP,1719,FIN,0.3541531656465808,5,6278,0
172.16.0.1,192.168.1.100,42565,21,ICMP,1219,ACK,0.5387891908145892,5,522,0
172.16.0.1,192.168.1.200,50963,443,TCP,580,PSH,0.5269068703323028,5,440,0
192.168.1.2,8.8.8.8,5910,25,ICMP,2106,FIN,0.2724562763373547,10,3168,0
192.168.1.2,8.8.8.8,53557,3389,UDP,148,RST,0.09632150156127053,4,766,0
172.16.0.1,8.8.8.8,24974,8080,TCP,301,ACK,0.11499185134164759,5,2016,0
172.16.0.1,10.0.0.100,56453,80,TCP,672,PSH,0.9142645315730177,10,939,0
172.16.0.1,10.0.0.100,3291,53,ICMP,63,RST,0.5055645734591818,11,1856,0
192.168.1.2,8.8.8.8,21666,25,TCP,100,SYN,2.3274454457932556,8,14315,0
172.16.0.1,1.1.1.1,1994,3389,ICMP,506,ACK,0.6231300267396196,9,6999,0
172.16.0.1,10.0.0.100,42631,21,UDP,2880,RST,0.7001548282880812,13,744,0
10.0.0.2,192.168.1.200,32312,3389,ICMP,2390,FIN,2.634497479698074,14,5526,0
192.168.1.1,10.0.0.100,47605,21,TCP,627,FIN,0.6964340553999857,15,154,0
10.0.0.1,1.1.1.1,18353,3389,ICMP,570,ACK,0.03134477571896798,111,20559,1
192.168.1.1,192.168.1.100,63152,25,ICMP,196,PSH,0.4512415121801522,7,3793,0
10.0.0.2,10.0.0.100,15474,22,UDP,474,FIN,1.2392955736718432,9,3520,0
10.0.0.1,8.8.8.8,6642,53,ICMP,235,RST,0.4979549213382573,5,1374,0
172.16.0.1,8.8.8.8,58367,443,UDP,86,SYN,0.8875142025183005,10,3060,0
10.0.0.2,8.8.8.8,35287,80,TCP,1120,PSH,0.5931124404119223,10,3735,0
172.16.0.1,192.168.1.100,3071,3389,TCP,870,ACK,0.7523556351671988,9,5367,0
192.168.1.2,1.1.1.1,10388,80,ICMP,344,FIN,1.7546214955584496,6,234,0
10.0.0.2,192.168.1.200,29818,80,ICMP,1509,PSH,0.5339799981786758,7,2094,0
192.168.1.2,1.1.1.1,14115,8080,TCP,1495,SYN,0.2614658160187544,9,2446,0
10.0.0.2,192.168.1.100,3910,8080,TCP,675,PSH,0.8447155235362387,9,807,0
10.0.0.2,8.8.8.8,22596,80,TCP,101,PSH,2.7727298288609417,16,1370,0
192.168.1.2,1.1.1.1,16185,21,ICMP,2506,ACK,1.1815983915767811,8,1350,0
10.0.0.1,192.168.1.200,5182,3389,TCP,1104,SYN,0.36869438008934013,11,8313,0
192.168.1.1,8.8.8.8,59100,8080,ICMP,283,SYN,3.296670672845461,13,5811,0
172.16.0.1,192.168.1.200,28687,443,TCP,942,PSH,0.41964045706071057,10,12803,0
10.0.0.2,10.0.0.100,20869,25,TCP,519,FIN,4.089597277567265,9,1854,0
172.16.0.1,192.168.1.200,7757,25,ICMP,1008,PSH,0.21318050848300688,10,10671,0
192.168.1.2,8.8.8.8,35449,22,UDP,642,RST,7.95624783213154,9,9968,0
172.16.0.1,10.0.0.100,38835,25,ICMP,664,FIN,0.07894110206484588,14,2970,0
192.168.1.2,8.8.8.8,33025,8080,UDP,1331,ACK,1.2491092375469017,5,4967,0
172.16.0.1,8.8.8.8,40152,443,ICMP,951,SYN,1.3487734997649141,12,4555,0
192.168.1.1,10.0.0.100,50654,23,UDP,172,FIN,0.0954267909589105,98,1839,1
192.168.1.1,192.168.1.200,10353,21,UDP,67,ACK,1.5033081471328793,8,1519,0
192.168.1.1,192.168.1.100,54129,53,UDP,363,PSH,0.6383426469245488,11,925,0
192.168.1.1,192.168.1.100,64460,22,ICMP,256,ACK,0.3637004817346884,93,9090,1
192.168.1.1,192.168.1.100,63867,23,ICMP,65,RST,0.00688426829630991,104,3812,1
192.168.1.1,192.168.1.100,59344,80,ICMP,1054,ACK,1.0281011624737615,5,2065,0
192.168.1.2,1.1.1.1,25836,53,UDP,217,FIN,1.039156483206897,8,3566,0
10.0.0.2,192.168.1.100,28123,80,UDP,1217,SYN,0.2171538160394374,9,420,0
172.16.0.1,10.0.0.100,5067,80,ICMP,1483,FIN,0.2916970634986144,11,560,0
192.168.1.1,192.168.1.100,15266,3389,ICMP,13,FIN,0.15587791971271237,128,7122,1
192.168.1.2,8.8.8.8,34389,21,TCP,1052,SYN,1.3042003043014048,9,11575,0
192.168.1.2,192.168.1.100,27302,21,TCP,3255,RST,1.915950185558825,7,1930,0
192.168.1.2,192.168.1.200,60544,23,TCP,308,FIN,0.006087181873238419,95,2631,1
10.0.0.2,10.0.0.100,28157,25,TCP,2400,SYN,2.59856705674308,11,2339,0
172.16.0.1,10.0.0.100,25764,53,TCP,931,SYN,2.627369178600744,14,3260,0
10.0.0.2,1.1.1.1,36116,80,ICMP,893,FIN,0.007965381687819618,10,2672,0
10.0.0.1,8.8.8.8,32000,22,UDP,53,SYN,0.7060492062454682,9,2440,0
192.168.1.2,10.0.0.100,41091,53,UDP,1379,PSH,0.8846570546493396,10,5393,0
10.0.0.1,192.168.1.200,12255,22,ICMP,650,FIN,0.8067939977020223,8,1588,0
192.168.1.1,192.168.1.100,1593,80,ICMP,1277,RST,0.9565182612701578,17,14291,0
192.168.1.1,10.0.0.100,4352,23,ICMP,36,PSH,0.1959301186744482,108,1844,1
10.0.0.2,192.168.1.200,50316,53,TCP,741,RST,0.3478665856330214,7,1207,0
172.16.0.1,192.168.1.100,26285,8080,TCP,306,FIN,0.1005989655855336,12,17861,0
10.0.0.1,1.1.1.1,26286,25,TCP,152,ACK,0.23367305572418245,9,1299,0
172.16.0.1,10.0.0.100,4304,22,ICMP,174,SYN,1.3480553365420365,12,3846,0
10.0.0.2,10.0.0.100,20171,53,ICMP,2016,PSH,0.2758371923506368,7,1994,0
192.168.1.1,192.168.1.200,32766,22,UDP,251,FIN,0.01574631503160011,94,403,1
172.16.0.1,8.8.8.8,4614,21,ICMP,485,SYN,0.5166565355463587,10,15278,0
172.16.0.1,1.1.1.1,52214,443,TCP,406,ACK,0.5352478583627496,8,2344,0
192.168.1.1,8.8.8.8,51250,3389,UDP,15,RST,0.06825574100219081,112,5175,1
10.0.0.1,10.0.0.100,23030,443,ICMP,649,FIN,0.24116602008560797,10,9911,0
192.168.1.1,8.8.8.8,14594,443,UDP,5639,FIN,0.21025106361941662,9,4025,0
172.16.0.1,192.168.1.100,36017,25,UDP,1335,ACK,4.227172581323101,3,6238,0
10.0.0.1,1.1.1.1,30617,53,ICMP,1903,RST,0.7778436541157492,8,7676,0
10.0.0.1,8.8.8.8,48670,21,TCP,103,FIN,0.2113640825444074,2,2402,0
192.168.1.1,192.168.1.100,24931,8080,TCP,291,SYN,0.181287887268226,15,4954,0
172.16.0.1,192.168.1.200,10557,21,UDP,145,ACK,1.978076777562336,18,1153,0
10.0.0.2,8.8.8.8,43673,22,ICMP,622,FIN,0.9159057238429382,14,284,0
172.16.0.1,1.1.1.1,61378,53,ICMP,1266,RST,0.12221086008557909,11,21609,0
192.168.1.2,192.168.1.100,17771,80,TCP,185,PSH,2.1795544152721575,10,485,0
10.0.0.2,8.8.8.8,14390,80,ICMP,139,FIN,0.5868161462328735,10,2799,0
10.0.0.1,192.168.1.200,49307,23,ICMP,171,RST,0.07105415205689725,93,348,1
10.0.0.2,8.8.8.8,59435,22,UDP,279,ACK,0.09958295607009514,102,12800,1
10.0.0.1,192.168.1.100,11856,8080,ICMP,652,RST,0.7525092166007971,13,578,0
10.0.0.1,8.8.8.8,29349,22,ICMP,52,RST,0.1900718497541713,9,7720,0
10.0.0.2,1.1.1.1,35822,22,ICMP,1141,ACK,0.5792935949836036,14,6289,0
10.0.0.1,10.0.0.100,40477,21,TCP,779,PSH,0.19423732725809092,12,230,0
10.0.0.1,192.168.1.100,23873,22,TCP,1042,SYN,0.36705879358205196,13,6387,0
192.168.1.2,192.168.1.100,56967,3389,UDP,322,PSH,0.31452684095649264,12,17419,0
172.16.0.1,192.168.1.100,7181,8080,TCP,326,SYN,0.3328104542969333,11,3680,0
172.16.0.1,192.168.1.100,47460,443,TCP,1616,SYN,3.5007849724733817,5,1708,0
192.168.1.2,8.8.8.8,31202,80,TCP,1267,SYN,0.03920505849552652,8,3936,0
10.0.0.2,1.1.1.1,18025,25,TCP,866,FIN,0.686889849301422,17,644,0
192.168.1.1,192.168.1.200,30054,8080,UDP,989,PSH,0.9922159811416258,12,15613,0
192.168.1.1,1.1.1.1,55613,8080,ICMP,98,RST,1.0810515090355939,14,2273,0
192.168.1.1,192.168.1.100,61514,3389,ICMP,3,FIN,0.0929410128421067,102,3053,1
192.168.1.2,8.8.8.8,52158,22,ICMP,1469,ACK,1.431147002069312,12,2565,0
192.168.1.2,8.8.8.8,55886,53,UDP,892,ACK,3.112333113088766,11,141,0
10.0.0.1,192.168.1.100,1217,22,TCP,2508,SYN,1.409227137006859,9,174,0
192.168.1.1,8.8.8.8,9188,3389,UDP,184,FIN,1.7355072111378278,10,4131,0
10.0.0.2,192.168.1.100,21866,23,UDP,98,FIN,0.12120764795107863,99,3489,1
10.0.0.2,1.1.1.1,2143,21,UDP,3296,ACK,1.0719898627512205,10,21523,0
192.168.1.1,10.0.0.100,14375,21,ICMP,371,RST,0.6503258743042342,9,1527,0
192.168.1.1,8.8.8.8,57087,53,TCP,15,PSH,0.32354008406413937,8,2298,0
192.168.1.1,192.168.1.100,7564,22,ICMP,1327,PSH,0.3759787555241398,14,22057,0
192.168.1.2,192.168.1.100,46186,3389,UDP,7,SYN,0.44711986075208954,13,245,0
192.168.1.2,8.8.8.8,32784,3389,UDP,2059,SYN,0.41649068888198826,11,5144,0
192.168.1.2,192.168.1.200,50702,3389,ICMP,177,SYN,0.18878756746776187,78,535,1
172.16.0.1,192.168.1.100,27552,443,ICMP,1057,ACK,0.28452934792351975,4,14630,0
10.0.0.2,8.8.8.8,24562,80,ICMP,473,ACK,0.726997933936408,12,1699,0
10.0.0.2,192.168.1.100,55055,8080,TCP,227,PSH,2.4798153663248814,8,8412,0
10.0.0.1,192.168.1.200,33266,8080,ICMP,2285,SYN,0.5208150673018151,10,12110,0
192.168.1.2,10.0.0.100,48652,80,TCP,1371,FIN,0.2518595168366499,10,9387,0
172.16.0.1,192.168.1.200,27382,3389,TCP,416,RST,0.425957493556766,13,4069,0
172.16.0.1,1.1.1.1,39637,25,ICMP,334,ACK,2.0946550383183693,12,18137,0
10.0.0.2,8.8.8.8,41763,80,UDP,1331,SYN,2.842117567400762,7,5644,0
192.168.1.2,192.168.1.200,30762,3389,UDP,320,SYN,0.0036741562029805087,97,7712,1
10.0.0.1,10.0.0.100,52849,21,TCP,1258,ACK,0.3387615109076128,7,1399,0
192.168.1.2,192.168.1.100,47945,23,TCP,59,PSH,0.1339759401062585,94,2709,1
192.168.1.1,8.8.8.8,57936,25,TCP,258,PSH,3.686235932648756,14,4558,0
192.168.1.2,192.168.1.200,60765,25,UDP,1915,PSH,0.3913437514577619,8,788,0
192.168.1.1,10.0.0.100,62092,80,TCP,1384,PSH,0.14833747465390437,9,16867,0
192.168.1.1,192.168.1.200,24605,3389,TCP,728,FIN,0.33141692231774245,14,581,0
10.0.0.1,1.1.1.1,31160,22,UDP,716,SYN,3.3236122419809453,8,6599,0
10.0.0.2,8.8.8.8,22509,3389,ICMP,842,PSH,0.5376410491734525,12,298,0
192.168.1.2,192.168.1.100,28189,21,UDP,1761,PSH,2.7163133459939806,4,541,0
192.168.1.1,10.0.0.100,37318,443,ICMP,1355,RST,0.10990662739522201,12,4881,0
192.168.1.2,192.168.1.200,54025,25,ICMP,1939,RST,1.4526716799222226,17,3011,0
10.0.0.2,8.8.8.8,2658,25,TCP,707,SYN,0.09799150836425481,12,18,0
10.0.0.2,192.168.1.200,44993,53,TCP,979,ACK,0.2200180965108928,9,2501,0
172.16.0.1,8.8.8.8,1117,22,ICMP,338,PSH,0.005279753996183256,84,1439,1
10.0.0.2,1.1.1.1,29394,3389,TCP,264,FIN,0.5700063668406252,13,10262,0
10.0.0.1,192.168.1.200,20774,22,ICMP,587,RST,1.0986350474585882,10,6156,0
192.168.1.1,1.1.1.1,41508,443,TCP,969,PSH,3.6270806342830935,11,6687,0
172.16.0.1,10.0.0.100,48123,22,UDP,208,ACK,0.15788230820524046,101,15074,1
10.0.0.1,1.1.1.1,53122,53,ICMP,15,FIN,0.21273128750820258,10,6186,0
192.168.1.2,8.8.8.8,17496,3389,ICMP,238,RST,1.0222734481113231,10,875,0
192.168.1.1,10.0.0.100,48033,22,TCP,85,ACK,0.15763167776345074,118,13847,1
10.0.0.2,192.168.1.200,19958,21,UDP,395,ACK,1.5977460792918006,16,600,0
192.168.1.1,192.168.1.200,44798,22,TCP,330,FIN,0.626577883251225,5,1069,0
192.168.1.2,8.8.8.8,23545,443,UDP,891,FIN,1.3683549394331167,6,1678,0
172.16.0.1,192.168.1.100,40149,21,TCP,2168,RST,0.23331707787803066,14,962,0
172.16.0.1,192.168.1.100,2469,80,ICMP,1013,FIN,0.01382572800355735,11,92,0
172.16.0.1,192.168.1.200,22029,21,UDP,276,PSH,0.8440087927312441,7,3073,0
10.0.0.2,8.8.8.8,40127,53,UDP,1993,FIN,1.6779559198621385,11,5823,0
10.0.0.1,192.168.1.100,19238,25,TCP,999,ACK,0.5681785377792703,13,2734,0
10.0.0.1,1.1.1.1,61109,25,UDP,247,FIN,0.8422245491353485,9,1337,0
192.168.1.1,192.168.1.200,24193,22,TCP,448,RST,0.5484949449937495,8,10723,0
10.0.0.2,1.1.1.1,57567,21,UDP,1560,PSH,0.7216246413982877,12,2457,0
172.16.0.1,8.8.8.8,17962,3389,TCP,1342,FIN,2.157154584600123,9,9128,0
172.16.0.1,1.1.1.1,12980,25,TCP,859,PSH,0.6503561357534473,8,983,0
192.168.1.2,192.168.1.100,52610,22,TCP,156,FIN,0.007503668706763381,11,2027,0
192.168.1.2,192.168.1.100,59048,22,ICMP,1626,PSH,1.6086814103397347,13,8135,0
172.16.0.1,10.0.0.100,40711,53,UDP,367,FIN,0.9615950000266367,10,154,0
172.16.0.1,192.168.1.200,6617,22,ICMP,1476,FIN,1.3107911856188064,8,12659,0
10.0.0.2,8.8.8.8,27231,80,ICMP,1042,SYN,2.3135166891710974,7,2525,0
10.0.0.1,192.168.1.200,50378,3389,ICMP,306,ACK,0.3371724124097396,10,19079,0
192.168.1.2,1.1.1.1,40945,25,ICMP,238,RST,0.6993059494366582,13,6042,0
10.0.0.1,8.8.8.8,38334,25,UDP,140,RST,0.9225189604507111,13,14918,0
10.0.0.2,8.8.8.8,49984,443,UDP,277,SYN,0.4237174194437928,16,342,0
172.16.0.1,192.168.1.100,62286,23,ICMP,71,FIN,0.021188906022517523,95,6400,1
10.0.0.1,1.1.1.1,32643,25,UDP,959,ACK,1.1958928019747737,5,10415,0
172.16.0.1,192.168.1.100,61507,53,UDP,913,PSH,1.3220343180526803,12,21936,0
172.16.0.1,192.168.1.100,14427,25,TCP,882,SYN,1.6502977637990042,11,169,0
192.168.1.1,10.0.0.100,14089,3389,UDP,242,RST,0.023477215059935462,94,434,1
10.0.0.1,192.168.1.100,25418,8080,ICMP,1686,RST,1.369011728560574,11,6577,0
10.0.0.1,192.168.1.200,27825,21,UDP,2448,RST,1.4863660409159924,7,198,0
172.16.0.1,8.8.8.8,43670,21,ICMP,261,FIN,1.8476478098532383,6,57,0
10.0.0.2,192.168.1.100,34620,80,UDP,886,PSH,0.6704816562507308,9,3938,0
192.168.1.1,192.168.1.200,30254,22,ICMP,257,PSH,0.008130736270082407,78,3769,1
172.16.0.1,1.1.1.1,8194,443,UDP,127,PSH,0.10333836170237858,10,4753,0
192.168.1.2,8.8.8.8,19430,8080,UDP,1062,FIN,1.9113606286933806,7,70,0
192.168.1.2,1.1.1.1,25702,443,UDP,666,RST,0.7624719400713458,10,3498,0
192.168.1.1,192.168.1.200,30992,22,ICMP,202,RST,0.027477362622637714,95,1689,1
10.0.0.2,1.1.1.1,43541,8080,TCP,554,FIN,0.1294718226815507,11,7054,0
172.16.0.1,1.1.1.1,54387,25,ICMP,136,ACK,0.9208574733486158,9,2140,0
10.0.0.1,1.1.1.1,55130,53,UDP,2056,FIN,0.04289534043292638,9,2204,0
192.168.1.1,192.168.1.100,54263,25,ICMP,86,FIN,2.5666647943108036,14,5309,0
10.0.0.2,192.168.1.100,33679,53,UDP,209,RST,1.9917052222102274,6,5403,0
10.0.0.1,192.168.1.100,28111,443,UDP,324,PSH,0.21606543989046542,9,300,0
192.168.1.2,8.8.8.8,58471,3389,TCP,117,RST,0.06917250238058345,101,4917,1
192.168.1.2,192.168.1.200,64770,21,UDP,539,ACK,0.9230614024788171,11,5362,0
10.0.0.1,192.168.1.100,63795,80,UDP,696,SYN,1.626748961271494,10,3058,0
192.168.1.1,1.1.1.1,61806,3389,UDP,1468,SYN,1.4143661640326362,12,8797,0
192.168.1.2,1.1.1.1,47008,53,TCP,1011,FIN,4.997208179141734,7,45,0
172.16.0.1,1.1.1.1,12073,21,ICMP,1841,SYN,0.4320771026284855,5,17268,0
10.0.0.1,1.1.1.1,7809,80,TCP,666,PSH,0.13311142575749868,7,2358,0
